id_transaccion,id_cliente,monto,fecha,id_tienda
129,288,4588,2023-12-21 23:47:00,3
130,181,174,2023-02-18 04:24:00,6
131,298,4840,2023-03-26 15:26:00,2
132,198,3858,2023-12-02 03:17:00,2
133,176,1102,2023-02-19 17:31:00,1
134,129,2685,2023-07-16 07:27:00,9
135,246,3920,2023-11-03 06:53:00,6
136,283,922,2023-06-05 09:36:00,3
137,189,1957,2023-06-14 19:27:00,7
138,105,2509,2023-07-05 20:20:00,4
139,166,1857,2023-10-04 15:53:00,7
140,173,1953,2023-11-14 18:44:00,10
141,131,3311,2023-10-04 14:10:00,2
142,154,1723,2023-03-10 05:37:00,9
143,198,751,2023-03-13 04:40:00,6
144,265,4119,2023-07-30 13:24:00,3
145,257,3467,2023-07-21 12:50:00,10
146,282,1999,2023-08-25 14:38:00,1
147,138,891,2023-05-12 05:58:00,9
148,112,470,2023-11-17 07:32:00,3
149,227,1587,2023-07-11 02:46:00,1
150,167,2275,2023-06-14 23:44:00,2
151,178,2980,2023-10-22 04:50:00,3
152,127,4851,2023-02-19 23:54:00,9
153,261,3942,2023-02-22 17:47:00,6
154,225,345,2023-10-29 10:55:00,3
155,167,3161,2023-07-03 14:16:00,3
156,241,1875,2023-01-13 22:53:00,7
157,174,853,2023-08-02 10:08:00,2
158,221,4054,2023-07-20 18:40:00,4
159,166,847,2023-05-04 11:57:00,7
160,193,1881,2023-11-27 14:46:00,7
161,223,2658,2023-05-07 12:06:00,10
162,248,1808,2023-05-16 20:08:00,3
163,191,2647,2023-04-03 05:45:00,5
164,186,1288,2023-12-17 17:21:00,1
165,284,3147,2023-11-25 22:32:00,8
166,118,1067,2023-08-27 09:37:00,10
167,200,2453,2023-08-06 05:08:00,9
168,156,1209,2023-12-07 03:46:00,8
169,172,2962,2023-11-09 23:32:00,5
170,293,3119,2023-11-27 09:15:00,2
171,138,1688,2023-01-05 11:49:00,9
172,246,2492,2023-01-29 18:27:00,7
173,292,2676,2023-11-19 00:40:00,8
174,295,3959,2023-07-24 06:09:00,6
175,197,3291,2023-08-25 02:42:00,3
176,247,996,2023-01-17 01:46:00,7
177,295,1002,2023-10-19 18:54:00,6
178,212,615,2023-07-01 22:03:00,7
179,284,3672,2023-02-05 22:50:00,7
180,259,4621,2023-07-15 06:58:00,6
181,179,2509,2023-07-19 05:48:00,10
182,191,2749,2023-01-27 07:25:00,2
183,163,659,2023-06-06 17:59:00,10
184,203,863,2023-12-18 15:15:00,8
185,125,2220,2023-05-10 07:52:00,2
186,252,2735,2023-05-30 00:07:00,9
187,276,3797,2023-07-04 08:36:00,1
188,166,697,2023-06-04 11:51:00,2
189,155,2309,2023-03-01 12:53:00,2
190,266,1728,2023-10-14 18:24:00,10
191,125,3766,2023-10-19 11:47:00,9
192,175,1005,2023-07-23 04:57:00,10
193,188,2178,2023-07-04 12:41:00,10
194,248,887,2023-11-27 16:24:00,9
195,129,989,2023-08-20 19:25:00,5
196,103,3891,2023-12-21 11:20:00,8
197,294,1974,2023-05-06 11:22:00,3
198,300,3534,2023-07-22 06:05:00,7
199,274,3002,2023-01-08 14:01:00,9
200,264,2060,2023-09-10 04:02:00,9
201,181,3397,2023-01-30 00:05:00,5
202,288,3350,2023-05-17 11:54:00,3
203,136,1549,2023-09-13 14:58:00,7
204,220,117,2023-05-01 02:35:00,1
205,234,2016,2023-09-02 06:35:00,6
206,274,3988,2023-10-05 09:49:00,10
207,160,923,2023-08-03 16:35:00,7
208,244,3901,2023-03-31 06:04:00,5
209,293,703,2023-10-26 21:53:00,1
210,205,598,2023-07-30 11:46:00,6
211,122,2469,2023-08-05 16:21:00,3
212,157,1804,2023-09-10 04:17:00,5
213,195,4378,2023-05-27 09:30:00,2
214,114,1794,2023-10-19 13:18:00,8
215,118,4812,2023-12-31 07:53:00,10
216,116,1194,2023-02-26 15:52:00,4
217,209,4904,2023-07-03 03:05:00,5
218,298,1396,2023-11-01 00:44:00,5
219,156,2682,2023-12-04 11:57:00,3
220,204,759,2023-11-17 07:42:00,3
221,224,2672,2023-03-02 12:39:00,7
222,288,1242,2023-07-09 00:03:00,2
223,180,405,2023-05-29 20:48:00,6
224,196,2798,2023-04-04 01:42:00,8
225,152,3725,2023-05-15 02:06:00,7
226,105,1349,2023-10-19 07:58:00,8
227,289,4663,2023-05-12 03:56:00,7
228,280,3061,2023-08-30 19:53:00,3
229,172,260,2023-12-15 03:51:00,1
230,123,2925,2023-09-19 07:56:00,3
231,237,359,2023-08-11 21:03:00,9
232,120,3666,2023-03-11 22:32:00,6
233,154,3017,2023-11-01 11:41:00,2
234,282,59,2023-01-20 00:25:00,7
235,157,2391,2023-09-06 23:05:00,1
236,184,4677,2023-12-27 02:31:00,3
237,283,2644,2023-01-29 06:09:00,1
238,116,3732,2023-12-19 02:32:00,5
239,250,3410,2023-04-09 12:14:00,1
240,137,2842,2023-06-17 08:35:00,4
241,102,3019,2023-03-20 10:04:00,3
242,249,1827,2023-06-14 00:39:00,9
243,222,3885,2023-10-21 12:02:00,1
244,178,2605,2023-11-25 20:21:00,6
245,136,4579,2023-11-11 04:02:00,5
246,227,1143,2023-11-30 22:52:00,1
247,124,3072,2023-10-22 10:38:00,8
248,223,2160,2023-11-20 14:32:00,7
249,231,149,2023-04-12 05:55:00,6
250,172,245,2023-10-23 23:43:00,4
251,247,4582,2023-10-29 16:08:00,6
252,191,160,2023-03-06 15:12:00,3
253,275,3193,2023-02-08 06:12:00,6
254,235,2826,2023-09-13 03:10:00,8
255,133,2703,2023-08-21 10:22:00,3
256,271,2035,2023-07-16 22:00:00,2
257,296,2597,2023-04-06 09:44:00,8
258,178,1151,2023-01-08 21:31:00,1
259,253,1865,2023-12-16 07:19:00,9
260,241,4756,2023-06-13 14:36:00,9
261,165,1717,2023-03-20 03:28:00,10
262,120,1004,2023-11-24 20:02:00,9
263,136,2133,2023-07-01 18:10:00,6
264,180,788,2023-09-23 02:45:00,5
265,215,3867,2023-08-29 01:04:00,10
266,123,1907,2023-04-15 17:52:00,6
267,100,1208,2023-07-26 12:56:00,4
268,295,3716,2023-11-21 23:35:00,7
269,219,3755,2023-07-19 02:13:00,2
270,146,1322,2023-07-06 08:46:00,6
271,246,4090,2023-08-13 19:22:00,1
272,251,3384,2023-08-20 16:56:00,10
273,268,3175,2023-05-21 00:04:00,8
274,218,2462,2023-01-16 04:47:00,2
275,251,1420,2023-10-03 00:01:00,8
276,156,573,2023-04-05 04:42:00,9
277,130,4985,2023-06-08 16:51:00,10
278,192,4312,2023-11-08 04:38:00,10
279,212,4427,2023-01-22 12:00:00,5
280,227,248,2023-11-10 05:46:00,4
281,131,427,2023-10-22 13:02:00,6
282,128,2653,2023-04-13 21:35:00,7
283,277,2690,2023-08-01 17:24:00,3
284,281,2624,2023-04-05 06:06:00,4
285,144,2125,2023-10-21 15:14:00,2
286,104,4804,2023-08-22 03:49:00,9
287,236,422,2023-06-27 02:27:00,10
288,221,794,2023-06-28 15:15:00,5
289,209,1594,2023-08-04 14:21:00,8
290,217,4621,2023-10-05 02:56:00,5
291,246,1384,2023-12-08 22:50:00,9
292,177,1904,2023-12-19 03:42:00,5
293,163,675,2023-09-15 06:28:00,7
294,158,4936,2023-02-25 10:41:00,7
295,213,2538,2023-05-11 17:40:00,10
296,282,2563,2023-02-22 17:58:00,1
297,151,2330,2023-05-27 19:05:00,5
298,161,2765,2023-09-17 19:50:00,7
299,136,2005,2023-09-06 21:49:00,2
300,204,1187,2023-01-01 21:52:00,8
301,245,4864,2023-04-28 22:04:00,10
302,255,2313,2023-11-06 00:28:00,10
303,115,2825,2023-06-14 14:31:00,9
304,237,2634,2023-05-14 13:04:00,2
305,200,4484,2023-07-09 12:50:00,7
306,142,1724,2023-07-01 03:51:00,9
307,288,736,2023-12-10 05:33:00,10
308,219,4824,2023-05-10 05:21:00,7
309,154,3365,2023-07-11 00:40:00,4
310,203,2527,2023-07-12 21:33:00,1
311,234,4561,2023-02-10 00:47:00,6
312,196,1354,2023-04-13 23:19:00,9
313,192,3306,2023-09-19 12:31:00,4
314,120,1735,2023-05-28 12:26:00,1
315,151,2583,2023-07-07 07:14:00,9
316,297,787,2023-04-23 22:43:00,10
317,241,431,2023-08-31 04:22:00,8
318,181,4300,2023-10-07 03:41:00,7
319,122,4845,2023-02-13 08:02:00,3
320,299,68,2023-07-11 04:00:00,3
321,285,2927,2023-11-18 20:33:00,1
322,276,3624,2023-09-28 16:02:00,2
323,225,1247,2023-12-23 06:58:00,10
324,103,1217,2023-11-28 08:09:00,3
325,245,2372,2023-12-19 08:48:00,7
326,233,3330,2023-04-27 02:32:00,5
327,266,759,2023-05-03 14:36:00,5
328,125,1568,2023-08-14 00:16:00,10
329,295,506,2023-01-16 21:08:00,4
330,213,1516,2023-10-04 08:29:00,8
331,279,2368,2023-06-14 22:49:00,2
332,125,4549,2023-02-04 14:07:00,1
333,291,4877,2023-01-19 18:24:00,8
334,216,383,2023-01-03 05:28:00,3
335,287,3683,2023-10-21 00:04:00,3
336,216,810,2023-10-03 14:16:00,7
337,252,2798,2023-02-11 20:46:00,7
338,185,2122,2023-10-14 12:32:00,6
339,238,2550,2023-02-06 16:35:00,5
340,277,4494,2023-09-17 12:19:00,6
341,247,823,2023-11-24 02:19:00,7
342,115,2809,2023-08-27 00:22:00,7
343,255,3454,2023-07-11 18:36:00,5
344,260,497,2023-11-03 05:55:00,8
345,232,3149,2023-05-27 20:53:00,6
346,124,450,2023-06-27 22:07:00,7
347,287,1754,2023-03-03 00:53:00,7
348,174,1236,2023-07-24 22:14:00,4
349,223,4648,2023-09-02 16:52:00,1
350,203,4522,2023-07-19 16:37:00,6
351,162,1394,2023-07-18 08:47:00,4
352,175,4785,2023-09-07 12:00:00,6
353,199,2530,2023-01-22 08:38:00,2
354,127,3995,2023-08-22 09:48:00,2
355,224,840,2023-10-07 00:28:00,2
356,264,1112,2023-04-08 04:30:00,2
357,144,3699,2023-12-24 01:28:00,7
358,161,1314,2023-10-28 14:04:00,7
359,186,3953,2023-12-09 05:48:00,3
360,171,221,2023-03-19 19:59:00,7
361,153,4577,2023-05-06 17:07:00,2
362,111,607,2023-02-11 01:44:00,4
363,255,204,2023-06-20 22:00:00,3
364,171,1443,2023-01-03 22:24:00,8
365,101,361,2023-05-19 09:54:00,10
366,289,4923,2023-02-14 11:53:00,8
367,174,2954,2023-01-20 11:26:00,4
368,232,2435,2023-01-16 00:53:00,5
369,220,4993,2023-12-04 16:10:00,9
370,276,3906,2023-06-23 04:58:00,4
371,154,2460,2023-09-05 03:51:00,2
372,197,393,2023-01-18 22:17:00,1
373,247,3801,2023-08-19 14:42:00,10
374,297,4679,2023-03-08 05:02:00,1
375,260,3978,2023-01-06 03:50:00,3
376,130,1119,2023-12-12 21:35:00,3
377,232,3792,2023-04-29 16:47:00,10
378,168,1282,2023-07-15 19:47:00,6
379,158,4498,2023-09-17 11:29:00,6
380,111,83,2023-10-21 06:46:00,2
381,133,453,2023-01-18 07:08:00,10
382,117,109,2023-11-03 06:17:00,7
383,112,4015,2023-01-04 06:22:00,1
384,140,1875,2023-07-18 05:44:00,5
385,232,1289,2023-09-04 12:48:00,10
386,127,489,2023-06-08 15:53:00,1
387,181,4445,2023-01-18 05:04:00,3
388,143,4452,2023-10-05 11:07:00,7
389,258,2469,2023-07-22 00:36:00,2
390,221,2277,2023-05-30 13:50:00,1
391,188,1520,2023-01-11 10:45:00,2
392,125,533,2023-08-26 02:11:00,8
393,106,3887,2023-03-28 22:27:00,4
394,275,2865,2023-02-22 14:31:00,2
395,278,870,2023-04-02 02:24:00,9
396,245,2697,2023-02-03 18:22:00,5
397,141,4602,2023-12-19 06:14:00,4
398,174,2834,2023-05-22 21:14:00,7
399,103,2102,2023-11-19 23:18:00,6
400,185,3005,2023-07-07 23:40:00,9
401,241,3990,2023-11-17 09:34:00,9
402,253,3179,2023-12-29 17:03:00,5
403,223,1853,2023-11-19 16:21:00,5
404,115,3898,2023-06-19 08:47:00,10
405,201,493,2023-04-04 18:42:00,6
406,186,2821,2023-11-10 12:00:00,7
407,182,4871,2023-02-16 01:02:00,6
408,255,4370,2023-11-28 04:15:00,7
409,126,627,2023-07-03 18:39:00,7
410,181,352,2023-06-23 02:52:00,4
411,271,4848,2023-04-12 17:10:00,6
412,259,411,2023-07-26 11:50:00,1
413,260,1469,2023-08-20 18:12:00,5
414,177,2655,2023-01-21 02:07:00,4
415,191,2092,2023-07-17 11:13:00,7
416,254,2149,2023-11-16 14:28:00,7
417,207,4151,2023-04-30 04:27:00,8
418,234,1250,2023-06-30 09:56:00,6
419,239,3195,2023-06-05 18:58:00,5
420,166,4845,2023-03-23 14:28:00,2
421,296,2948,2023-03-18 20:36:00,5
422,113,2278,2023-08-23 18:14:00,4
423,267,2295,2023-03-26 18:17:00,5
424,253,2289,2023-06-12 19:07:00,9
425,171,514,2023-01-15 06:07:00,3
426,234,84,2023-04-28 23:08:00,8
427,187,4861,2023-01-06 20:53:00,7
428,300,2969,2023-04-15 02:36:00,9
429,119,4016,2023-02-09 17:20:00,5
430,113,842,2023-02-21 19:50:00,8
431,176,2360,2023-08-24 15:15:00,6
432,158,2570,2023-07-09 18:36:00,7
433,158,808,2023-12-22 01:04:00,9
434,184,4873,2023-06-24 21:40:00,1
435,251,2662,2023-10-24 01:03:00,5
436,196,3432,2023-09-30 21:41:00,10
437,258,3011,2023-01-27 10:00:00,3
438,134,1090,2023-06-26 21:26:00,1
439,153,4146,2023-09-03 06:08:00,6
440,228,146,2023-05-02 19:37:00,6
441,281,3153,2023-08-08 12:02:00,10
442,220,109,2023-01-04 20:59:00,9
443,244,4407,2023-05-22 13:00:00,4
444,256,3781,2023-02-02 23:54:00,8
445,109,208,2023-03-20 15:14:00,9
446,218,925,2023-07-17 19:03:00,6
447,258,2710,2023-05-21 18:53:00,2
448,252,2189,2023-12-17 06:46:00,8
449,154,2139,2023-03-17 01:12:00,7
450,151,1939,2023-06-15 18:21:00,6
451,183,1833,2023-11-10 09:26:00,2
452,159,3892,2023-03-19 02:22:00,2
453,108,1393,2023-02-08 14:34:00,7
454,241,1713,2023-04-13 09:49:00,8
455,112,2178,2023-08-15 07:15:00,6
456,253,4424,2023-02-23 11:04:00,6
457,229,4348,2023-12-09 20:29:00,2
458,234,3598,2023-11-05 02:03:00,5
459,220,1647,2023-03-09 11:55:00,6
460,218,1207,2023-01-06 15:55:00,10
461,256,1314,2023-10-30 00:26:00,8
462,299,2753,2023-04-14 11:03:00,7
463,156,785,2023-12-25 04:17:00,4
464,246,1333,2023-08-14 03:28:00,5
465,291,2396,2023-05-13 23:39:00,10
466,211,2703,2023-11-24 11:11:00,10
467,259,604,2023-03-27 19:37:00,3
468,272,663,2023-03-11 12:01:00,4
469,100,1020,2023-09-06 13:14:00,2
470,234,3714,2023-12-13 21:50:00,9
471,140,3529,2023-09-12 03:47:00,9
472,151,1762,2023-01-02 17:16:00,9
473,286,2895,2023-07-18 00:43:00,7
474,103,1409,2023-12-23 18:12:00,8
475,223,4867,2023-06-03 16:44:00,10
476,154,2061,2023-11-21 04:59:00,8
477,137,4117,2023-11-21 11:22:00,8
478,189,3028,2023-05-27 14:48:00,4
479,214,2334,2023-12-02 03:13:00,8
480,166,415,2023-05-16 08:37:00,4
481,246,3729,2023-07-16 19:03:00,4
482,171,2473,2023-09-08 21:33:00,5
483,300,3812,2023-03-07 12:12:00,9
484,165,3583,2023-04-06 12:41:00,4
485,240,351,2023-02-22 22:14:00,9
486,177,4134,2023-06-21 23:50:00,8
487,245,445,2023-08-14 19:02:00,3
488,270,1521,2023-03-15 18:19:00,4
489,149,2193,2023-11-24 09:54:00,6
490,242,1111,2023-08-10 05:58:00,6
491,142,4627,2023-12-30 15:57:00,1
492,168,2966,2023-01-11 11:06:00,8
493,151,1969,2023-01-15 08:00:00,3
494,136,2080,2023-05-23 01:07:00,2
495,201,3537,2023-10-16 19:57:00,7
496,140,3835,2023-11-20 19:22:00,7
497,272,2238,2023-06-29 08:42:00,7
498,237,4513,2023-05-16 14:11:00,8
499,200,2047,2023-05-30 16:57:00,9
500,124,4605,2023-09-13 16:22:00,6
501,185,3983,2023-07-03 08:18:00,8
502,123,1445,2023-01-06 11:15:00,6
503,118,2628,2023-09-12 16:23:00,8
504,166,2213,2023-09-13 21:11:00,6
505,149,2692,2023-05-25 19:44:00,3
506,279,2922,2023-12-09 01:20:00,9
507,207,737,2023-06-21 18:40:00,9
508,293,718,2023-02-09 23:12:00,10
509,161,2568,2023-11-10 23:34:00,1
510,129,3847,2023-08-26 06:17:00,6
511,180,3123,2023-07-07 09:41:00,1
512,224,4237,2023-09-17 03:47:00,4
513,242,1817,2023-10-10 20:28:00,3
514,112,3915,2023-04-29 20:20:00,9
515,276,785,2023-04-14 04:29:00,10
516,297,1503,2023-08-06 13:45:00,3
517,119,4646,2023-09-09 12:18:00,1
518,299,3979,2023-05-02 12:37:00,6
519,267,1187,2023-09-06 19:02:00,8
520,147,1630,2023-06-04 05:36:00,5
521,131,4614,2023-06-01 01:09:00,2
522,213,1825,2023-05-31 06:25:00,1
523,119,4887,2023-02-02 19:25:00,1
524,222,4466,2023-09-27 23:28:00,7
525,210,3106,2023-03-25 16:36:00,1
526,249,193,2023-09-24 18:40:00,5
527,156,2907,2023-06-02 12:08:00,1
528,101,3074,2023-01-27 15:06:00,2
529,176,3337,2023-11-21 13:27:00,10
530,207,2572,2023-07-25 20:16:00,5
531,228,138,2023-07-15 13:17:00,2
532,250,4778,2023-04-17 17:15:00,7
533,198,1414,2023-01-15 19:05:00,7
534,299,2968,2023-11-02 01:52:00,7
535,167,4228,2023-03-15 17:52:00,1
536,143,2742,2023-10-08 13:50:00,2
537,198,3784,2023-08-23 19:26:00,4
538,192,720,2023-03-27 08:51:00,5
539,103,821,2023-12-08 08:36:00,8
540,102,2755,2023-05-08 12:25:00,1
541,258,3527,2023-10-21 20:43:00,1
542,297,1626,2023-06-10 11:30:00,9
543,186,4159,2023-12-27 06:59:00,8
544,157,3214,2024-01-01 17:51:00,7
545,209,1581,2023-06-15 01:31:00,4
546,170,1104,2023-09-12 01:29:00,4
547,158,279,2023-02-06 15:52:00,10
548,227,988,2023-04-28 20:15:00,8
549,272,4140,2023-02-04 15:25:00,4
550,261,2345,2023-04-19 16:18:00,3
551,247,2461,2023-05-23 23:32:00,7
552,153,4305,2023-03-23 03:06:00,2
553,253,3267,2023-04-24 00:00:00,5
554,264,4415,2023-10-11 18:28:00,1
555,300,4335,2023-07-09 21:31:00,8
556,112,2723,2023-07-10 20:17:00,1
557,285,109,2023-08-16 08:19:00,2
558,223,1031,2023-06-12 05:37:00,5
559,286,3010,2023-03-15 11:51:00,9
560,143,1392,2023-04-14 07:15:00,10
561,242,680,2023-06-15 05:11:00,8
562,116,366,2023-10-01 08:34:00,7
563,174,4168,2023-06-08 02:54:00,8
564,215,4039,2023-11-16 02:05:00,1
565,169,4741,2023-12-02 00:14:00,10
566,257,2528,2023-01-31 18:49:00,10
567,261,3911,2023-04-25 07:46:00,7
568,300,779,2023-08-05 08:24:00,3
569,123,4490,2023-10-22 14:15:00,8
570,199,3085,2023-09-13 21:35:00,6
571,241,2803,2023-02-25 11:00:00,8
572,172,3889,2023-12-21 00:37:00,2
573,210,1386,2023-11-11 16:10:00,9
574,266,3338,2023-02-23 08:32:00,10
575,211,2533,2023-12-11 06:46:00,5
576,127,314,2023-07-28 18:00:00,4
577,115,2600,2023-05-03 02:52:00,3
578,251,50,2023-05-08 15:53:00,10
579,231,1760,2023-06-20 15:20:00,6
580,252,2484,2023-10-25 07:16:00,8
581,206,98,2023-04-12 05:17:00,4
582,298,3178,2023-04-16 05:37:00,6
583,166,2728,2023-07-31 22:44:00,7
584,295,2321,2023-12-13 03:25:00,10
585,126,4212,2023-07-03 22:54:00,5
586,205,1909,2023-07-08 19:39:00,9
587,162,2287,2023-02-17 13:59:00,5
588,191,3462,2023-09-04 17:09:00,8
589,243,474,2023-08-31 02:42:00,10
590,142,3041,2023-04-17 12:12:00,8
591,215,3278,2023-09-10 10:00:00,9
592,249,365,2023-10-21 18:28:00,6
593,211,2800,2023-12-16 01:45:00,6
594,274,3201,2023-07-06 01:48:00,1
595,155,2904,2023-03-11 00:36:00,10
596,220,4039,2023-05-07 08:59:00,5
597,166,2681,2023-05-02 01:10:00,2
598,168,2642,2023-09-23 19:59:00,9
599,243,249,2023-05-17 09:41:00,3
600,161,1734,2023-12-29 17:21:00,3
601,175,625,2023-09-29 06:27:00,6
602,239,2791,2023-05-30 10:23:00,8
603,267,869,2023-05-30 07:19:00,3
604,248,2576,2023-09-12 09:22:00,10
605,218,556,2023-04-22 20:35:00,1
606,176,2448,2023-03-10 06:24:00,9
607,229,3918,2023-04-13 14:54:00,2
608,106,4968,2023-03-04 11:56:00,3
609,271,4249,2023-04-25 19:03:00,2
610,268,1510,2023-08-26 07:12:00,6
611,253,3171,2023-05-04 07:56:00,5
612,181,2299,2023-04-07 10:20:00,7
613,160,4643,2023-09-09 05:28:00,4
614,195,3126,2023-10-16 09:30:00,7
615,207,1921,2023-02-05 05:43:00,9
616,272,4106,2023-04-17 02:33:00,10
617,184,4647,2023-10-21 10:31:00,7
618,282,3290,2023-08-21 23:21:00,1
619,114,717,2023-01-30 04:20:00,10
620,296,4827,2023-02-28 10:08:00,8
621,138,1826,2023-08-05 20:30:00,9
622,193,1824,2023-08-23 08:02:00,2
623,244,1815,2023-04-13 08:08:00,4
624,249,880,2023-08-05 03:12:00,10
625,178,3865,2023-12-26 11:53:00,1
626,282,2342,2023-03-23 20:46:00,7
627,124,3819,2023-11-05 17:51:00,3
628,195,1457,2023-01-13 13:10:00,9
629,104,4999,2023-11-21 22:05:00,10
630,125,2567,2023-06-07 08:51:00,7
631,269,2304,2023-01-20 19:00:00,7
632,249,3521,2023-08-14 20:07:00,3
633,193,3920,2023-10-20 04:08:00,2
634,248,3247,2023-07-21 04:35:00,1
635,285,3182,2023-06-03 13:21:00,10
636,242,3388,2023-08-02 10:25:00,8
637,104,1917,2023-01-02 21:45:00,8
638,174,4112,2023-08-09 01:45:00,5
639,283,1107,2023-08-25 08:25:00,10
